"data_year","ori","pub_agency_name","pub_agency_unit","agency_type_name","state_abbr","state_name","division_name","county_name","region_name","population_group_code","population_group_desc","offense_code","offense_name","offender_race","offender_ethnicity","offender_age","offender_sex","victim_type_code","victim_type_name","location_code","location_name","weapon_code","weapon_name","prop_desc_code","data_year","prop_desc_code","prop_desc_name","stolen_value","recovered_value","recovered_flag","date_recovered"
2021,WV0020000,Berkeley,,County,WV,West Virginia,South Atlantic,BERKELEY,South,"9A","MSA counties 100,000 or over","23H",All Other Larceny,Unknown,Not Specified,0,U,B,Business,"08",Department/Discount Store,,,"38",2021,"38",Vehicle Parts,800,0,false,
2021,WV0020000,Berkeley,,County,WV,West Virginia,South Atlantic,BERKELEY,South,"9A","MSA counties 100,000 or over","23H",All Other Larceny,White,Not Specified,32,M,I,Individual,"25",Other/Unknown,,,"77",2021,"77",Other,5000,5000,true,2021-11-29
2021,WV0020000,Berkeley,,County,WV,West Virginia,South Atlantic,BERKELEY,South,"9A","MSA counties 100,000 or over","23H",All Other Larceny,Unknown,Not Specified,0,U,I,Individual,"13",Highway/Road/Alley/Street/Sidewalk,,,"20",2021,"20",Money,1809,0,false,
2021,WV0350100,Wheeling,,City,WV,West Virginia,South Atlantic,"MARSHALL, OHIO",South,"4","Cities from 25,000 thru 49,999","13A",Aggravated Assault,White,Not Specified,36,F,I,Individual,"04",Church/Synagogue/Temple/Mosque,"99",None,"75",2021,"75",Portable Electronic Communications,50,0,false,
2021,WV0350100,Wheeling,,City,WV,West Virginia,South Atlantic,"MARSHALL, OHIO",South,"4","Cities from 25,000 thru 49,999","23H",All Other Larceny,White,Not Specified,36,F,I,Individual,"04",Church/Synagogue/Temple/Mosque,"99",None,"75",2021,"75",Portable Electronic Communications,50,0,false,
2021,WV0350100,Wheeling,,City,WV,West Virginia,South Atlantic,"MARSHALL, OHIO",South,"4","Cities from 25,000 thru 49,999","13A",Aggravated Assault,White,Not Specified,24,M,I,Individual,"04",Church/Synagogue/Temple/Mosque,"99",None,"75",2021,"75",Portable Electronic Communications,50,0,false,
2021,WV0350100,Wheeling,,City,WV,West Virginia,South Atlantic,"MARSHALL, OHIO",South,"4","Cities from 25,000 thru 49,999","23H",All Other Larceny,White,Not Specified,24,M,I,Individual,"04",Church/Synagogue/Temple/Mosque,"99",None,"75",2021,"75",Portable Electronic Communications,50,0,false,
2021,AL0020100,Mobile,,City,AL,Alabama,East South Central,MOBILE,South,"2","Cities from 100,000 thru 249,999","240",Motor Vehicle Theft,White,Not Hispanic or Latino,16,F,I,Individual,"20",Residence/Home,,,"03",2021,"03",Automobile,12000,12000,true,2021-10-17
2021,AL0020100,Mobile,,City,AL,Alabama,East South Central,MOBILE,South,"2","Cities from 100,000 thru 249,999","23F",Theft From Motor Vehicle,Unknown,Unknown,99,U,I,Individual,"18",Parking/Drop Lot/Garage,,,"13",2021,"13",Firearms,350,0,false,
2021,WV0020000,Berkeley,,County,WV,West Virginia,South Atlantic,BERKELEY,South,"9A","MSA counties 100,000 or over","23H",All Other Larceny,Unknown,Not Specified,0,U,I,Individual,"20",Residence/Home,,,"77",2021,"77",Other,100,0,false,
2021,AL0020100,Mobile,,City,AL,Alabama,East South Central,MOBILE,South,"2","Cities from 100,000 thru 249,999","240",Motor Vehicle Theft,White,Not Hispanic or Latino,52,M,I,Individual,"20",Residence/Home,,,"03",2021,"03",Automobile,11000,11000,true,2021-09-24
2021,AL0020100,Mobile,,City,AL,Alabama,East South Central,MOBILE,South,"2","Cities from 100,000 thru 249,999","220",Burglary/Breaking & Entering,Black or African American,Not Hispanic or Latino,0,F,I,Individual,"14",Hotel/Motel/Etc.,,,"75",2021,"75",Portable Electronic Communications,2200,0,false,
2021,AL0020100,Mobile,,City,AL,Alabama,East South Central,MOBILE,South,"2","Cities from 100,000 thru 249,999","220",Burglary/Breaking & Entering,Black or African American,Not Hispanic or Latino,0,F,I,Individual,"14",Hotel/Motel/Etc.,,,"25",2021,"25",Purse/ Wallet,100,0,false,
2021,AL0020100,Mobile,,City,AL,Alabama,East South Central,MOBILE,South,"2","Cities from 100,000 thru 249,999","220",Burglary/Breaking & Entering,Black or African American,Not Hispanic or Latino,0,F,I,Individual,"14",Hotel/Motel/Etc.,,,"75",2021,"75",Portable Electronic Communications,2200,0,false,
2021,AL0020100,Mobile,,City,AL,Alabama,East South Central,MOBILE,South,"2","Cities from 100,000 thru 249,999","220",Burglary/Breaking & Entering,Black or African American,Not Hispanic or Latino,0,F,I,Individual,"14",Hotel/Motel/Etc.,,,"25",2021,"25",Purse/ Wallet,100,0,false,
2021,AL0020100,Mobile,,City,AL,Alabama,East South Central,MOBILE,South,"2","Cities from 100,000 thru 249,999","23H",All Other Larceny,,,,,I,Individual,"18",Parking/Drop Lot/Garage,,,"77",2021,"77",Other,450,0,false,
2021,AL0020100,Mobile,,City,AL,Alabama,East South Central,MOBILE,South,"2","Cities from 100,000 thru 249,999","23D",Theft From Building,White,Not Hispanic or Latino,31,F,I,Individual,"20",Residence/Home,,,"26",2021,"26",Radio/ TV/ VCR,300,0,false,
2021,AL0020100,Mobile,,City,AL,Alabama,East South Central,MOBILE,South,"2","Cities from 100,000 thru 249,999","240",Motor Vehicle Theft,,,,,I,Individual,"20",Residence/Home,,,"03",2021,"03",Automobile,3000,0,false,
2021,AL0020100,Mobile,,City,AL,Alabama,East South Central,MOBILE,South,"2","Cities from 100,000 thru 249,999","26F",Identity Theft,,,,,I,Individual,"25",Other/Unknown,,,"66",2021,"66",Identity-Intangible,0,0,false,
2021,AL0020100,Mobile,,City,AL,Alabama,East South Central,MOBILE,South,"2","Cities from 100,000 thru 249,999","23D",Theft From Building,Black or African American,Not Hispanic or Latino,99,M,I,Individual,"20",Residence/Home,,,"26",2021,"26",Radio/ TV/ VCR,15,0,false,
2021,AL0020100,Mobile,,City,AL,Alabama,East South Central,MOBILE,South,"2","Cities from 100,000 thru 249,999","220",Burglary/Breaking & Entering,Unknown,Unknown,99,U,I,Individual,"20",Residence/Home,,,"26",2021,"26",Radio/ TV/ VCR,300,0,false,
2021,AL0020100,Mobile,,City,AL,Alabama,East South Central,MOBILE,South,"2","Cities from 100,000 thru 249,999","23H",All Other Larceny,,,,,I,Individual,"20",Residence/Home,,,"78",2021,"78",Trailers,3500,0,false,
2021,AL0020100,Mobile,,City,AL,Alabama,East South Central,MOBILE,South,"2","Cities from 100,000 thru 249,999","23H",All Other Larceny,Black or African American,Unknown,99,M,I,Individual,"24",Specialty Store,,,"13",2021,"13",Firearms,400,0,false,
2021,AL0020100,Mobile,,City,AL,Alabama,East South Central,MOBILE,South,"2","Cities from 100,000 thru 249,999","220",Burglary/Breaking & Entering,,,,,I,Individual,"19",Rental Storage Facility,,,"77",2021,"77",Other,1500,0,false,
2021,AL0020100,Mobile,,City,AL,Alabama,East South Central,MOBILE,South,"2","Cities from 100,000 thru 249,999","220",Burglary/Breaking & Entering,,,,,I,Individual,"19",Rental Storage Facility,,,"16",2021,"16",Household Goods,2400,0,false,
2021,AL0020100,Mobile,,City,AL,Alabama,East South Central,MOBILE,South,"2","Cities from 100,000 thru 249,999","220",Burglary/Breaking & Entering,,,,,I,Individual,"19",Rental Storage Facility,,,"15",2021,"15",Industrial Equipment,800,0,false,
2021,AL0020100,Mobile,,City,AL,Alabama,East South Central,MOBILE,South,"2","Cities from 100,000 thru 249,999","23F",Theft From Motor Vehicle,Unknown,Unknown,99,U,I,Individual,"18",Parking/Drop Lot/Garage,,,"77",2021,"77",Other,385,0,false,
